Loan_Amount,Credit_Score,Income,Debt_to_Income_Ratio,Late_Payments,Target
-1.9490102017994488,2.015162674061784,2.2129837794655316,-0.47118828673110374,-0.6999227931689913,0
0.3783718879645226,0.21947079963107116,2.02702591396776,0.057948197063999014,-1.7383529161695614,1
-0.9620027680572485,-1.1745683791602006,-1.2221136364214795,-1.6360667878657922,-0.8211879585268684,1
2.371780103570927,-0.4973847333680416,1.3116805743187998,1.382540430833509,-0.8543760469632098,0
0.24777291677335644,0.4545156416159886,2.03744682386524,0.1491609650018696,-1.4912322181433653,1
-1.328467790418792,1.5274889314534286,1.1982700737905003,-0.10893075517471469,0.08440590543329185,0
-1.042528434236544,0.4356982260545749,0.642621156259719,-0.7017714403735604,-0.6755313625150495,1
1.9363057877638885,-0.5903216053585855,0.5234183387667487,1.0927909395333821,-0.34761010409464144,0
-1.0605103367420432,-1.034201938630696,-0.9687882997407914,-1.658799381289244,-0.9597929207974661,1
0.5111729147191716,-0.34615935903746525,0.5850986912035254,0.011008307973297238,-0.8566018682769889,0
1.1691778510875168,-1.9632480371603345,0.6302809494923084,-1.8845520177739759,-0.8123634984642213,1
0.6425922965900559,2.0479861214899104,1.7160081951273063,-0.27909188463290496,2.7536822923956663,0
-1.180716041308838,-0.4316671355648377,0.28750732304301596,0.6439069617860746,1.3335574656421953,0
-1.5396541064993963,-0.4832593990047622,-0.9038049997019123,1.3064346083081289,-0.15774616611319248,1
0.5303482334584086,-0.6537704435023362,0.025070756261858465,-0.6733645513363143,-0.6751504738901568,1
1.101071570672951,-0.3249541561038096,-0.046262617855670186,-0.9606469213642272,-1.17417655845002,1
0.08739146940589859,2.2318349066769105,-0.9602967915883188,1.1328228908173452,-0.7124847489023437,1
0.14120231209577194,-1.7946887446535147,2.0322362745107516,-1.5033185164190224,2.281041829756461,0
0.39877827374780805,-0.3988017586604409,0.6050358674010767,-0.669718788765471,0.4088595108478328,0
-1.6947324875509597,-0.47588764676465134,-0.4082729258805897,1.2601189195687665,0.7300928067547818,0
3.8174777294491737,-2.730916343043981,-2.875851209044801,0.5840478824284188,-0.4759468279867267,1
1.903845762232502,1.5501717609330397,-4.606213739945738,3.666160802455628,0.09368684735607646,0
-2.38466088641951,2.2009771109233083,1.8256397488561815,-0.26398705948561485,-0.3053726754502111,0
1.3341974161891195,1.300071845787881,-0.8771508396541429,0.6675196997456403,-2.9052443612585837,1
0.8859042916046912,-1.809917316304679,0.38728477846948756,-1.0391463380562969,0.01835761438407446,1
-1.8340362833072448,2.116964063052212,1.298778112003426,-0.008198414765911988,-0.6001964512528397,0
-2.732584392970126,1.627985006632967,2.5123198864095007,-0.8781666146634646,0.19019060673445032,0
-0.17875211050118278,1.5982040024346615,-2.5881542802152837,2.609450528755172,1.4893378052362043,0
3.0583589713009567,-3.8127309544234107,0.8853876441228065,-2.5960835126325517,-2.2116526459634693,1
1.9992232412575857,1.9804412183328743,-1.9509118670359185,1.5379773908815335,-3.6525817420025337,1
0.35558302711136835,0.39483225687278817,-1.666668689060518,-0.6163889648943743,1.2498030439056884,1
-2.0116458371053723,0.31157154530062947,3.6199460848497584,2.8713898126740864,-3.85694589613103,0
1.1979999005811235,-0.2259257365263046,-0.7459031897034467,0.8725130521800675,-0.3126510671231213,1
-1.90066933769607,0.280799706201478,3.594831534467262,2.996606158020401,-3.9401153150705954,0
-1.0924030348968925,1.0147860213164859,-1.1740998695737141,-1.007713891064303,1.3226001296139638,0
2.8445678901359717,-1.6682754931071422,-0.06978256824121376,0.6238895709526897,-0.45922186363325607,1
-0.582803351681223,1.8699667885157412,-2.224178833271613,1.941386232695507,-0.40196904190627986,1
-1.2005012605606307,1.2335274941950125,-1.1931001829786307,-0.4190860715204556,0.8898417959480117,0
-1.2149642861599976,1.1847990761709077,-1.3078570955435085,-0.8880827121107372,1.2969716771959183,0
2.2936836783631183,-2.5287724359394224,0.6865727541035633,-3.0341368406893627,1.937858729575651,1
0.32690579350851867,-0.2880611058355251,0.3693460925461012,0.10926378253404453,-0.7481864468574189,0
-1.135454926192595,0.8897474661423727,-1.7312876249724027,2.5245470645793575,-0.689973820920128,0
-3.4295528907842407,0.4688733967087271,-1.3345295441806542,3.4091149960005804,-0.26280777361124563,0
-2.3542011309534514,-0.7190732522109741,0.7574917812910349,1.1070821286696244,-0.13438121073092235,1
-0.11395705971728665,1.0423196997995532,-1.5098610521238307,0.4321452454524037,0.9196497943432925,1
-2.3143241089236692,0.5890446891911413,-1.1366277486470113,1.643556014369021,0.8739323981740157,1
0.2082979062724375,-1.1594944260350952,2.463664777327587,-4.2801263997549714,3.031810289413909,1
0.37700296285830537,-0.09419868934635262,0.48659028807686433,-1.7396373275938812,1.4569676249110035,1
1.7565819605010615,1.2318774424861312,-1.8141525596333343,0.6322992731055734,-0.6191181815904063,0
-0.32376561649648106,0.03980245013310106,-0.6209065312460746,2.748952468800376,-2.6639943120513117,0
-2.037693982893373,-0.6792000258278682,1.1737511777577816,-1.7489039706753857,1.5144628781303535,1
1.5391231458489716,0.4847302387937893,-1.0459044311565246,1.4343760862911945,-0.9539214817935014,0
3.391582687518001,2.6099476995760784,-2.544782212410886,-0.3179073752235073,-1.873377664648236,0
-1.1744220864010682,-0.3283386420883349,-0.3755729546052664,-0.8349273417495126,2.11822713380292,1
0.37602137095729865,-0.40424634264822124,0.8191519936612519,1.229049558159049,-1.4885424287371718,0
-1.1457726908190067,-0.2501228108202837,0.4817610937539203,-1.2329898697526551,1.0581400373002539,1
-0.5451192206782297,-0.3453089447907807,-0.6583337372780511,0.2032920868651652,1.5641976127631054,1
-1.3805819933528654,-1.0166701366387536,0.8627080795221764,0.07647111927445405,0.966288567734753,0
-0.7888592585578791,-1.4487326857705196,1.8958931873536018,1.6179382213814701,-1.0801201500501607,0
-0.997519272884177,-0.6807022852874554,-0.6775199743195885,0.3248897692993248,2.238931714168923,1
-0.9882762448636724,-0.9139361245184203,-1.203731184697448,-1.5400414452103175,-1.2941523640472483,0
1.013545849530042,-1.0725192502923668,1.3595969247306248,0.580461259456571,-2.0894898303831875,1
0.6568857309174706,-0.4025663609602167,1.3133499741851158,1.7058239036180112,0.165559712885319,1
-2.422632266162821,0.7036577328849978,-2.8906178680419763,-1.6719202229160661,2.3850532031180123,1
-0.857188745310749,-1.5837266344367353,-0.826703514494955,-1.286866136367352,-2.0855577531668237,0
-0.42566441775666974,0.1524744414679258,-0.5741362093049517,-0.4488867326127698,0.3217791205937417,0
-1.9620350579117005,-0.08739094293404483,-2.116374284617355,-1.1975639483246965,1.2314044450726653,1
2.394633369870454,6.256319182371568,-0.6848152505271133,-3.067511831644052,2.4021310521645134,0
-2.581486508982743,0.15803141960513312,-2.8914693058166234,-1.6763968522378505,1.8801704213751032,1
0.48172802367361156,2.162047456993528,-0.46593106472451973,-0.8830397040335709,1.401809596406551,0
0.6445431452522155,0.9067725814924938,1.3684623390345487,1.6396407302377387,2.599700685068288,1
1.817995472765907,2.1121894574612536,0.40864993296385355,2.5911288910776684,2.1017451267335434,1
-0.7634354405299733,-1.235110042351193,1.348265622106506,-0.8899112132207029,0.7330370994229577,0
0.7290798983097998,-0.20952724057675157,-2.942282033395384,-1.631267949580565,-4.693869640782532,0
1.8043694490820807,-2.0646811683284403,2.9612193125586708,-1.6764080355523765,0.282924505944195,1
0.005448824498333615,-1.396508078930522,0.1712945370452934,-1.7175518518655113,-1.5368945547105042,1
1.3638443959038515,1.5273528570803698,-0.932954544067852,1.3451585921573948,-0.17207481319104243,0
-0.2775922495373222,-1.5189515794321897,1.5596756355319428,-1.2410370903485937,0.3606646844180524,0
-1.5936457467932206,-2.867366543079813,3.0099175715905226,-2.1452431387980826,1.4291054698723316,1
-0.713151832744817,-1.6912112886312314,1.5744396753073011,-1.3864030179709275,0.4314224452454552,0
1.647689820606023,1.2636604535058176,-0.5725386888749262,0.37076185572655185,1.1620528013109501,0
-4.505296406427689,-1.6936371761198314,2.271449073999123,0.7481414728394178,-3.1337765622919673,1
0.18852478573398646,-0.5242288258469102,0.6771671304290334,-1.9034518722107654,1.5201450127725793,1
-0.4123651186148102,1.634183055843817,1.740280098947482,0.8278434119164488,0.8899487770749694,0
2.549045221295287,0.808001050671961,-1.4576369294653895,-0.4317123672996892,1.613402749018893,0
-1.471497476142943,0.39738404924408643,1.6740798356920628,0.498596849277374,-0.23434505283092166,1
-1.2984295888668416,-1.5274825438643942,0.8831507518081763,-1.6389051683301776,-0.03301102724887384,1
0.436695862982359,-0.4615380467042719,0.5603939047937267,-2.001311286340788,1.720636025702838,1
0.32855136076894387,-0.2764115146471352,-0.21921162515701031,-0.5893595197154609,0.36682186143346107,0
-1.6592361267819506,0.08059243926266321,1.0203229372271498,1.1044083733178758,-1.2734510942214525,0
-2.037693982893373,-0.6792000258278682,1.1737511777577816,-1.7489039706753857,1.5144628781303535,1
1.5391231458489716,0.4847302387937893,-1.0459044311565246,1.4343760862911945,-0.9539214817935014,0
3.391582687518001,2.6099476995760784,-2.544782212410886,-0.3179073752235073,-1.873377664648236,0
-1.1744220864010682,-0.3283386420883349,-0.3755729546052664,-0.8349273417495126,2.11822713380292,1
0.37602137095729865,-0.40424634264822124,0.8191519936612519,1.229049558159049,-1.4885424287371718,0
-1.1457726908190067,-0.2501228108202837,0.4817610937539203,-1.2329898697526551,1.0581400373002539,1
-0.5451192206782297,-0.3453089447907807,-0.6583337372780511,0.2032920868651652,1.5641976127631054,1
-1.3805819933528654,-1.0166701366387536,0.8627080795221764,0.07647111927445405,0.966288567734753,0
-0.7888592585578791,-1.4487326857705196,1.8958931873536018,1.6179382213814701,-1.0801201500501607,0
-0.997519272884177,-0.6807022852874554,-0.6775199743195885,0.3248897692993248,2.238931714168923,1
3.0230239986011034,-1.641229239535251,-2.0800148340958544,0.09670313368721961,-1.865209421272525,0
3.1946448212924787,-2.865789876479597,-0.5733246537433556,1.7848044843297868,-3.7282611814358786,0
1.1107408853863607,-2.731219176562128,2.749827253425201,0.7542429029342818,-2.9279123488256964,1
1.46896550351558,-2.353339486745128,2.2991093910095755,-3.3864388555385396,-0.8260550726145752,0
0.5416582406020718,0.11494806259634469,-0.9161185551358346,-0.8258976904489714,0.4031001393689945,0
2.137362622117224,-2.5816891633900902,0.41938161205070945,2.989560605330124,-3.8769248499956595,1
-1.514125885587612,2.1561984933759333,-1.4746370396573658,1.17601165715627,1.612461771181195,1
-0.00040593228201935005,0.02864613897656721,0.4852098893114978,-2.8517193115892097,1.2648362531466442,0
-1.1116424611822935,1.8821911042514314,-1.4352357611737367,0.006918495944585934,1.8272478080403145,1
-0.4844532062481275,1.2175062326433634,-1.3446048620748958,0.20652436421199938,1.0682314684168983,1
-2.5941764056800345,3.7783294630877253,0.9631020602270604,-0.07942962948174953,-3.663108431745684,0
-2.138400595004284,-2.415559590284973,-0.990501143120341,-0.9666248298933056,-0.9916844267283429,1
0.008891030073592043,-0.046762546565260577,-3.3811200414211706,2.6778003524777136,0.2108432795711029,0
-0.0603221346731202,-0.9810369398045705,2.868437827130851,-2.718843088036958,0.13060522233155722,0
0.30461684717416704,-1.019290015593406,1.2303720329782342,-1.3030707165084967,0.5567849671336111,0
-0.6828828748073762,-0.6818686874800444,-1.3133044221162429,0.5234127600511679,-0.2928751603395531,0
1.6885339204013992,0.3871290195472017,2.0994987275897716,-0.9251640876979877,1.2407117526376235,1
-1.4610095539600274,1.9575815685432865,0.4516801786539756,-0.04398736276972481,-1.9985860017188346,1
-0.4458295896375337,1.6884062292804618,-1.8930109805710909,2.063258194496189,-0.8783916218255358,1
-0.6097068103154972,0.741977910440003,-1.7403209594093783,1.487198203806561,-0.7014049568287158,1
-2.1084992690308155,-2.7427187434051166,-0.2133649492332882,0.1599299325265623,1.719913172953801,0
-1.9547549084288312,-1.8442010391112662,-0.15037288418951245,0.7649066898156809,0.6317428275768017,0
0.631090520564773,1.4626522097630827,-1.4281085752522764,0.12513600997250035,-0.5156409945884906,1
0.045115800591475574,1.4524909487475586,-1.9092605443811097,0.712293772960275,-0.8020701343244606,1
1.1571571404657468,0.5412360220863754,-1.1617689760567185,-1.2496913423340086,1.082981754326968,0
1.3822762664680588,1.4995799422024352,-0.8076869808209224,-0.6059569528645673,-0.18254305823971084,1
2.326288777569894,1.5366644851818518,-0.34084151073104774,-1.6129534233222753,0.4285650487663599,1
1.631787894095937,2.3568336335313957,-2.27207409581095,-0.545642717538887,-0.24224094322263956,0
0.8849547535197021,-0.7671558490705596,0.43785037338629107,-1.6378992035450413,1.646682017331289,0
-0.21921964515987336,2.5762996031983785,-2.055251231251509,1.971845134260815,-2.4833056318543316,1
-0.31020971620334425,-0.7622505064336321,1.4376746157916915,0.8996467937553208,-1.5245253121619728,1
0.6779183977018421,-0.6285208310166763,-0.3967739439312032,0.3715445650753921,0.20295840685972788,1
-0.9430371701534634,-0.7286860466497544,0.10223876828670547,0.67441279402402,0.4319844367967971,0
1.806096554073213,0.9485134212396523,-0.8487475400840816,-1.0578786122652393,0.018079322514802154,1
0.4401611909737517,-1.022834788822499,0.10322555953768107,0.7976375946791897,-0.24756473265280232,0
0.5928682651162773,-0.0066171239797034875,-0.16346814535018905,-0.07281102508410857,-0.10268856023600637,0
0.30469023526175865,-0.0852220547846615,1.6411414278785745,0.34971961381491545,-2.157683442375191,1
0.9244490778689648,1.7468691589292975,0.1445759454400697,-1.4368227838651817,-0.8286190356907227,0
-0.013771893515367672,0.5220360801181013,0.21303807809857733,-0.3744111495657625,-0.30713857704471603,1
-2.526451866456192,-2.1503699789144672,0.2537829531798202,1.960687618413046,1.2021649659544082,1
3.240550339339161,-0.6149042962380238,3.0897458413459455,-1.6090852767374304,1.7888892252037036,0
-0.9327635606219523,0.41402977446977396,-1.579083913659597,-1.7002789526250126,0.9151673561881792,1
-0.507947987082012,0.0365985631276675,-0.35641215495885953,0.8745662803161127,-0.7923070230163854,0
0.10478573506949185,0.15013268869293697,-0.8945413345166602,-0.7720665088213902,-0.5565711661682408,1
-1.6389851549192094,-0.08714638785676292,0.7874358457137877,2.4645612781990742,0.6040377273149672,1
0.6671725437541141,-0.3057307596340789,2.050707112907429,-0.18311956404401064,2.219545940597583,0
-1.24003232020964,0.023334931022651217,-0.34207211851925,2.178425779994367,-1.2299126478310123,0
0.5750216944497837,-0.19163329408915641,0.5803625556150203,0.813864860162018,-0.863173592530201,1
